CycPeptMPDB_ID,Structurally_Unique_ID,Sequence,Monomer_Length,Molecule_Shape,Permeability,MolWt,ExactMolWt,Permeable
3000,3000,dAMe_dLbHphPdLF,6,Circle,-5.87,716924.0,716.4261335,0
3001,3001,dAMe_dLBn_GlyPMe_dLF,6,Circle,-5.89,716924.0,716.4261335,0
3002,3002,dABn_GlyMe_dLPMe_dLF,6,Circle,-5.44,716924.0,716.4261335,0
3003,3003,dAMe_dLMe_dLPBn_GlyF,6,Circle,-5.37,716924.0,716.4261335,0
3004,3004,dAdLbHphPmeLF,6,Circle,-6.19,716924.0,716.4261335,1
3005,3005,dAMe_dLbHphPLF,6,Circle,-5.93,716924.0,716.4261335,0
3006,3006,dAMe_dLBn_GlyPmeLF,6,Circle,-5.6,716924.0,716.4261335,0
3007,3007,dAmeLMe_dLPBn_GlyF,6,Circle,-5.37,716924.0,716.4261335,0
3008,3008,dAdLBn_GlyPBn_GlyF,6,Circle,-6.22,722887.0,722.3791833,1
3009,3009,dAmeLbHphPLF,6,Circle,-6.0,716924.0,716.4261335,0
3010,3010,dABn_GlymeLPmeLF,6,Circle,-5.44,716924.0,716.4261335,0
3011,3011,dAmeLBn_GlyPmeLF,6,Circle,-5.35,716924.0,716.4261335,0
3012,3012,dAmeLmeLPBn_GlyF,6,Circle,-5.37,716924.0,716.4261335,0
3013,3013,dALBn_GlyPBn_GlyF,6,Circle,-6.22,722887.0,722.3791833,1
3014,3014,dAmeLbHphPMe_dLF,6,Circle,-5.58,730951.0,730.4417836,0
3015,3015,dAMe_dLbHphPmeLF,6,Circle,-5.41,730951.0,730.4417836,0
3016,3016,dAdLbHphPBn_GlyF,6,Circle,-6.56,736914.0,736.3948334,1
3017,3017,dABn_GlybHphPdLF,6,Circle,-6.33,736914.0,736.3948334,1
3018,3018,dAmeLbHphPmeLF,6,Circle,-5.32,730951.0,730.4417836,0
3019,3019,dABn_GlybHphPLF,6,Circle,-6.07,736914.0,736.3948334,1
3020,3020,dALbHphPBn_GlyF,6,Circle,-5.96,736914.0,736.3948334,0
3021,3021,dAmeLBn_GlyPBn_GlyF,6,Circle,-5.34,736914.0,736.3948334,0
3022,3022,dAMe_dLbHphPBn_GlyF,6,Circle,-5.53,750941.0,750.4104834,0
3023,3023,dABn_GlybHphPmeLF,6,Circle,-5.53,750941.0,750.4104834,0
3024,3024,dABn_GlyBn_GlyPBn_GlyF,6,Circle,-6.06,756904.0,756.3635333,1
3025,3025,dABn_GlybHphPBn_GlyF,6,Circle,-5.65,770931.0,770.3791833,0
3026,3026,AdLdLdPdLF,6,Circle,-6.67,654853.0,654.4104834,1
3027,3027,ALdLdPdLF,6,Circle,-10.0,654853.0,654.4104834,1
3028,3028,AdLdLdPLF,6,Circle,-10.0,654853.0,654.4104834,1
3029,3029,AdLLdPdLF,6,Circle,-4.82,654853.0,654.4104834,0
3030,3030,ALLdPdLF,6,Circle,-5.14,654853.0,654.4104834,0
3031,3031,AdLLdPLF,6,Circle,-5.24,654853.0,654.4104834,0
3032,3032,ALLdPLF,6,Circle,-6.58,654853.0,654.4104834,1
3033,3033,AdLdLdPMe_dLF,6,Circle,-6.91,668.88,668.4261335,1
3034,3034,AMe_dLdLdPdLF,6,Circle,-6.67,668.88,668.4261335,1
3035,3035,AdLMe_dLdPLF,6,Circle,-10.0,668.88,668.4261335,1
3036,3036,ALMe_dLdPdLF,6,Circle,-10.0,668.88,668.4261335,1
3037,3037,ALdLdPMe_dLF,6,Circle,-6.39,668.88,668.4261335,1
3038,3038,AMe_dLdLdPLF,6,Circle,-6.35,668.88,668.4261335,1
3039,3039,AdLdLdPmeLF,6,Circle,-6.28,668.88,668.4261335,1
3040,3040,AMe_dLLdPdLF,6,Circle,-5.69,668.88,668.4261335,0
3041,3041,AdLLdPMe_dLF,6,Circle,-5.4,668.88,668.4261335,0
3042,3042,AdLmeLdPdLF,6,Circle,-5.72,668.88,668.4261335,0
3043,3043,ALmeLdPdLF,6,Circle,-6.52,668.88,668.4261335,1
3044,3044,ALdLdPmeLF,6,Circle,-6.55,668.88,668.4261335,1
3045,3045,AmeLdLdPLF,6,Circle,-6.21,668.88,668.4261335,1
3046,3046,AdLmeLdPLF,6,Circle,-6.27,668.88,668.4261335,1
3047,3047,AmeLLdPdLF,6,Circle,-5.53,668.88,668.4261335,0
3048,3048,ALLdPMe_dLF,6,Circle,-5.68,668.88,668.4261335,0
3049,3049,AMe_dLLdPLF,6,Circle,-5.61,668.88,668.4261335,0
3050,3050,AdLLdPmeLF,6,Circle,-5.3,668.88,668.4261335,0
3051,3051,AmeLLdPLF,6,Circle,-6.46,668.88,668.4261335,1
3052,3052,ALLdPmeLF,6,Circle,-6.04,668.88,668.4261335,1
3053,3053,ALmeLdPLF,6,Circle,-5.62,668.88,668.4261335,0
3054,3054,AdLMe_dLdPMe_dLF,6,Circle,-10.0,682907.0,682.4417836,1
3055,3055,AMe_dLdLdPMe_dLF,6,Circle,-5.2,682907.0,682.4417836,0
3056,3056,ALMe_dLdPMe_dLF,6,Circle,-6.26,682907.0,682.4417836,1
3057,3057,AmeLdLdPMe_dLF,6,Circle,-6.14,682907.0,682.4417836,1
3058,3058,AdLMe_dLdPmeLF,6,Circle,-5.65,682907.0,682.4417836,0
3059,3059,AMe_dLmeLdPdLF,6,Circle,-5.7,682907.0,682.4417836,0
3060,3060,AdLmeLdPMe_dLF,6,Circle,-5.69,682907.0,682.4417836,0
3061,3061,AMe_dLdLdPmeLF,6,Circle,-4.82,682907.0,682.4417836,0
3062,3062,AMe_dLLdPMe_dLF,6,Circle,-4.92,682907.0,682.4417836,0
3063,3063,AdLdLdPBn_GlyF,6,Circle,-6.67,688.87,688.3948334,1
3064,3064,ABn_GlydLdPdLF,6,Circle,-6.46,688.87,688.3948334,1
3065,3065,AdLBn_GlydPdLF,6,Circle,-5.62,688.87,688.3948334,0
3066,3066,AMe_dLmeLdPLF,6,Circle,-5.18,682907.0,682.4417836,0
3067,3067,ALMe_dLdPmeLF,6,Circle,-5.11,682907.0,682.4417836,0
3068,3068,ALmeLdPMe_dLF,6,Circle,-5.41,682907.0,682.4417836,0
3069,3069,AdLmeLdPmeLF,6,Circle,-5.46,682907.0,682.4417836,0
3070,3070,AMe_dLLdPmeLF,6,Circle,-4.89,682907.0,682.4417836,0
3071,3071,ALBn_GlydPdLF,6,Circle,-6.69,688.87,688.3948334,1
3072,3072,ALdLdPBn_GlyF,6,Circle,-6.32,688.87,688.3948334,1
3073,3073,AdLBn_GlydPLF,6,Circle,-6.34,688.87,688.3948334,1
3074,3074,AdLLdPBn_GlyF,6,Circle,-5.56,688.87,688.3948334,0
3075,3075,ALmeLdPmeLF,6,Circle,-5.07,682907.0,682.4417836,0
3076,3076,AmeLLdPmeLF,6,Circle,-5.17,682907.0,682.4417836,0
3077,3077,ALBn_GlydPLF,6,Circle,-6.54,688.87,688.3948334,1
3078,3078,ABn_GlyLdPLF,6,Circle,-6.04,688.87,688.3948334,1
3079,3079,ALLdPBn_GlyF,6,Circle,-5.88,688.87,688.3948334,0
3080,3080,AmeLMe_dLdPMe_dLF,6,Circle,-5.84,696934.0,696.4574336,0
3081,3081,AMe_dLmeLdPMe_dLF,6,Circle,-5.03,696934.0,696.4574336,0
3082,3082,AdLBn_GlydPMe_dLF,6,Circle,-6.26,702897.0,702.4104834,1
3083,3083,AdLMe_dLdPBn_GlyF,6,Circle,-6.23,702897.0,702.4104834,1
3084,3084,AdLbHphdPdLF,6,Circle,-5.04,702897.0,702.4104834,0
3085,3085,AMe_dLdLdPBn_GlyF,6,Circle,-5.49,702897.0,702.4104834,0
3086,3086,AMe_dLmeLdPmeLF,6,Circle,-5.0,696934.0,696.4574336,0
3087,3087,ALbHphdPdLF,6,Circle,-5.49,702897.0,702.4104834,0
3088,3088,AMe_dLBn_GlydPLF,6,Circle,-6.1,702897.0,702.4104834,1
3089,3089,ALMe_dLdPBn_GlyF,6,Circle,-10.0,702897.0,702.4104834,1
3090,3090,AmeLdLdPBn_GlyF,6,Circle,-5.76,702897.0,702.4104834,0
3091,3091,AdLBn_GlydPmeLF,6,Circle,-5.77,702897.0,702.4104834,0
3092,3092,AdLmeLdPBn_GlyF,6,Circle,-5.45,702897.0,702.4104834,0
3093,3093,AMe_dLLdPBn_GlyF,6,Circle,-5.09,702897.0,702.4104834,0
3094,3094,AmeLBn_GlydPLF,6,Circle,-10.0,702897.0,702.4104834,1
3095,3095,ALbHphdPLF,6,Circle,-6.46,702897.0,702.4104834,1
3096,3096,ALBn_GlydPmeLF,6,Circle,-5.81,702897.0,702.4104834,0
3097,3097,AmeLLdPBn_GlyF,6,Circle,-5.74,702897.0,702.4104834,0
3098,3098,AdLbHphdPMe_dLF,6,Circle,-6.29,716924.0,716.4261335,1
3099,3099,AMe_dLbHphdPdLF,6,Circle,-6.27,716924.0,716.4261335,1
3100,3100,AMe_dLMe_dLdPBn_GlyF,6,Circle,-5.1,716924.0,716.4261335,0
3101,3101,AMe_dLbHphdPLF,6,Circle,-10.0,716924.0,716.4261335,1
3102,3102,AmeLbHphdPdLF,6,Circle,-6.31,716924.0,716.4261335,1
3103,3103,ALbHphdPMe_dLF,6,Circle,-5.99,716924.0,716.4261335,0
3104,3104,AmeLBn_GlydPMe_dLF,6,Circle,-6.22,716924.0,716.4261335,1
3105,3105,AdLbHphdPmeLF,6,Circle,-5.73,716924.0,716.4261335,0
3106,3106,AMe_dLBn_GlydPmeLF,6,Circle,-5.08,716924.0,716.4261335,0
3107,3107,AMe_dLmeLdPBn_GlyF,6,Circle,-5.28,716924.0,716.4261335,0
3108,3108,AdLBn_GlydPBn_GlyF,6,Circle,-6.01,722887.0,722.3791833,1
3109,3109,AmeLbHphdPLF,6,Circle,-10.0,716924.0,716.4261335,1
3110,3110,AmeLBn_GlydPmeLF,6,Circle,-6.2,716924.0,716.4261335,1
3111,3111,ALbHphdPmeLF,6,Circle,-6.0,716924.0,716.4261335,0
3112,3112,ABn_GlymeLdPmeLF,6,Circle,-5.19,716924.0,716.4261335,0
3113,3113,ALBn_GlydPBn_GlyF,6,Circle,-6.03,722887.0,722.3791833,1
3114,3114,ABn_GlybHphdPdLF,6,Circle,-6.34,736914.0,736.3948334,1
3115,3115,ABn_GlybHphdPLF,6,Circle,-10.0,736914.0,736.3948334,1
3116,3116,AmeLBn_GlydPBn_GlyF,6,Circle,-5.67,736914.0,736.3948334,0
3117,3117,AmeLbHphdPBn_GlyF,6,Circle,-5.99,750941.0,750.4104834,0
3118,3118,ABn_GlyBn_GlydPBn_GlyF,6,Circle,-6.79,756904.0,756.3635333,1
3119,3119,dAdLdLdPdLF,6,Circle,-6.43,654853.0,654.4104834,1
3120,3120,dAdLdLdPLF,6,Circle,-10.0,654853.0,654.4104834,1
3121,3121,dALdLdPdLF,6,Circle,-6.34,654853.0,654.4104834,1
3122,3122,dAdLLdPLF,6,Circle,-6.8,654853.0,654.4104834,1
3123,3123,dALLdPdLF,6,Circle,-6.34,654853.0,654.4104834,1
3124,3124,dALLdPLF,6,Circle,-6.61,654853.0,654.4104834,1
3125,3125,dAdLdLdPMe_dLF,6,Circle,-6.75,668.88,668.4261335,1
3126,3126,dAdLMe_dLdPdLF,6,Circle,-6.1,668.88,668.4261335,1
3127,3127,dAMe_dLdLdPdLF,6,Circle,-6.2,668.88,668.4261335,1
3128,3128,dAdLMe_dLdPLF,6,Circle,-10.0,668.88,668.4261335,1
3129,3129,dAdLdLdPmeLF,6,Circle,-6.99,668.88,668.4261335,1
3130,3130,dAMe_dLdLdPLF,6,Circle,-10.0,668.88,668.4261335,1
3131,3131,dALdLdPMe_dLF,6,Circle,-5.85,668.88,668.4261335,0
3132,3132,dALMe_dLdPdLF,6,Circle,-5.93,668.88,668.4261335,0
3133,3133,dAdLLdPMe_dLF,6,Circle,-5.38,668.88,668.4261335,0
3134,3134,dAmeLdLdPdLF,6,Circle,-5.49,668.88,668.4261335,0
3135,3135,dAMe_dLLdPdLF,6,Circle,-5.24,668.88,668.4261335,0
3136,3136,dAmeLdLdPLF,6,Circle,-6.61,668.88,668.4261335,1
3137,3137,dALMe_dLdPLF,6,Circle,-6.15,668.88,668.4261335,1
3138,3138,dAmeLLdPdLF,6,Circle,-5.19,668.88,668.4261335,0
3139,3139,dALLdPMe_dLF,6,Circle,-5.2,668.88,668.4261335,0
3140,3140,dAMe_dLLdPLF,6,Circle,-5.42,668.88,668.4261335,0
3141,3141,dAmeLLdPLF,6,Circle,-5.99,668.88,668.4261335,0
3142,3142,dALLdPmeLF,6,Circle,-5.64,668.88,668.4261335,0
3143,3143,dALmeLdPLF,6,Circle,-5.16,668.88,668.4261335,0
3144,3144,dAMe_dLdLdPMe_dLF,6,Circle,-5.43,682907.0,682.4417836,0
3145,3145,dAdLMe_dLdPmeLF,6,Circle,-6.25,682907.0,682.4417836,1
3146,3146,dAdLmeLdPMe_dLF,6,Circle,-5.47,682907.0,682.4417836,0
3147,3147,dALMe_dLdPMe_dLF,6,Circle,-6.27,682907.0,682.4417836,1
3148,3148,dAmeLdLdPMe_dLF,6,Circle,-5.66,682907.0,682.4417836,0
3149,3149,dAMe_dLdLdPmeLF,6,Circle,-5.3,682907.0,682.4417836,0
3150,3150,dAMe_dLmeLdPdLF,6,Circle,-5.07,682907.0,682.4417836,0
3151,3151,dAMe_dLLdPMe_dLF,6,Circle,-4.89,682907.0,682.4417836,0
3152,3152,dAdLdLdPBn_GlyF,6,Circle,-6.72,688.87,688.3948334,1
3153,3153,dABn_GlydLdPdLF,6,Circle,-6.42,688.87,688.3948334,1
3154,3154,dAdLBn_GlydPdLF,6,Circle,-5.73,688.87,688.3948334,0
3155,3155,dAMe_dLmeLdPLF,6,Circle,-5.82,682907.0,682.4417836,0
3156,3156,dAmeLdLdPmeLF,6,Circle,-5.23,682907.0,682.4417836,0
3157,3157,dAmeLmeLdPdLF,6,Circle,-5.94,682907.0,682.4417836,0
3158,3158,dALMe_dLdPmeLF,6,Circle,-5.47,682907.0,682.4417836,0
3159,3159,dAdLmeLdPmeLF,6,Circle,-5.5,682907.0,682.4417836,0
3160,3160,dAmeLLdPMe_dLF,6,Circle,-4.88,682907.0,682.4417836,0
3161,3161,dALmeLdPMe_dLF,6,Circle,-10.0,682907.0,682.4417836,1
3162,3162,dAMe_dLLdPmeLF,6,Circle,-4.91,682907.0,682.4417836,0
3163,3163,dAdLBn_GlydPLF,6,Circle,-6.75,688.87,688.3948334,1
3164,3164,dALdLdPBn_GlyF,6,Circle,-5.89,688.87,688.3948334,0
3165,3165,dALBn_GlydPdLF,6,Circle,-5.99,688.87,688.3948334,0
3166,3166,dAdLLdPBn_GlyF,6,Circle,-5.48,688.87,688.3948334,0
3167,3167,dAmeLmeLdPLF,6,Circle,-5.57,682907.0,682.4417836,0
3168,3168,dALmeLdPmeLF,6,Circle,-4.81,682907.0,682.4417836,0
3169,3169,dAmeLLdPmeLF,6,Circle,-4.87,682907.0,682.4417836,0
3170,3170,dABn_GlyLdPLF,6,Circle,-6.06,688.87,688.3948334,1
3171,3171,dALBn_GlydPLF,6,Circle,-5.82,688.87,688.3948334,0
3172,3172,dALLdPBn_GlyF,6,Circle,-5.68,688.87,688.3948334,0
3173,3173,dAmeLMe_dLdPMe_dLF,6,Circle,-5.68,696934.0,696.4574336,0
3174,3174,dAMe_dLmeLdPMe_dLF,6,Circle,-5.07,696934.0,696.4574336,0
3175,3175,dAdLMe_dLdPBn_GlyF,6,Circle,-6.37,702897.0,702.4104834,1
3176,3176,dAdLbHphdPdLF,6,Circle,-6.01,702897.0,702.4104834,1
3177,3177,dAdLBn_GlydPMe_dLF,6,Circle,-6.09,702897.0,702.4104834,1
3178,3178,dAMe_dLdLdPBn_GlyF,6,Circle,-5.66,702897.0,702.4104834,0
3179,3179,dAMe_dLBn_GlydPdLF,6,Circle,-5.2,702897.0,702.4104834,0
3180,3180,dAmeLMe_dLdPmeLF,6,Circle,-5.02,696934.0,696.4574336,0
3181,3181,dAMe_dLmeLdPmeLF,6,Circle,-4.99,696934.0,696.4574336,0
3182,3182,dAmeLmeLdPMe_dLF,6,Circle,-5.01,696934.0,696.4574336,0
3183,3183,dAdLbHphdPLF,6,Circle,-10.0,702897.0,702.4104834,1
3184,3184,dAMe_dLBn_GlydPLF,6,Circle,-6.1,702897.0,702.4104834,1
3185,3185,dALMe_dLdPBn_GlyF,6,Circle,-5.9,702897.0,702.4104834,0
3186,3186,dAmeLdLdPBn_GlyF,6,Circle,-5.48,702897.0,702.4104834,0
3187,3187,dAdLBn_GlydPmeLF,6,Circle,-5.89,702897.0,702.4104834,0
3188,3188,dALbHphdPdLF,6,Circle,-5.06,702897.0,702.4104834,0
3189,3189,dAMe_dLLdPBn_GlyF,6,Circle,-5.18,702897.0,702.4104834,0
3190,3190,dAmeLmeLdPmeLF,6,Circle,-5.0,696934.0,696.4574336,0
3191,3191,dALbHphdPLF,6,Circle,-10.0,702897.0,702.4104834,1
3192,3192,dAmeLBn_GlydPLF,6,Circle,-6.49,702897.0,702.4104834,1
3193,3193,dALBn_GlydPmeLF,6,Circle,-5.04,702897.0,702.4104834,0
3194,3194,dALmeLdPBn_GlyF,6,Circle,-5.44,702897.0,702.4104834,0
3195,3195,dAmeLLdPBn_GlyF,6,Circle,-5.2,702897.0,702.4104834,0
3196,3196,dAMe_dLbHphdPdLF,6,Circle,-5.81,716924.0,716.4261335,0
3197,3197,dABn_GlyMe_dLdPMe_dLF,6,Circle,-5.48,716924.0,716.4261335,0
3198,3198,dAMe_dLBn_GlydPMe_dLF,6,Circle,-5.69,716924.0,716.4261335,0
3199,3199,dAmeLbHphdPdLF,6,Circle,-5.54,716924.0,716.4261335,0
3200,3200,dAmeLMe_dLdPBn_GlyF,6,Circle,-5.57,716924.0,716.4261335,0
3201,3201,dAmeLBn_GlydPMe_dLF,6,Circle,-5.25,716924.0,716.4261335,0
3202,3202,dAMe_dLBn_GlydPmeLF,6,Circle,-5.0,716924.0,716.4261335,0
3203,3203,dAMe_dLmeLdPBn_GlyF,6,Circle,-5.26,716924.0,716.4261335,0
3204,3204,dAdLBn_GlydPBn_GlyF,6,Circle,-6.15,722887.0,722.3791833,1
3205,3205,dAmeLBn_GlydPmeLF,6,Circle,-5.34,716924.0,716.4261335,0
3206,3206,dABn_GlymeLdPmeLF,6,Circle,-5.27,716924.0,716.4261335,0
3207,3207,dAmeLmeLdPBn_GlyF,6,Circle,-5.37,716924.0,716.4261335,0
3208,3208,dALBn_GlydPBn_GlyF,6,Circle,-5.74,722887.0,722.3791833,0
3209,3209,dAMe_dLbHphdPmeLF,6,Circle,-5.3,730951.0,730.4417836,0
3210,3210,dAdLbHphdPBn_GlyF,6,Circle,-5.54,736914.0,736.3948334,0
3211,3211,dAmeLbHphdPmeLF,6,Circle,-5.29,730951.0,730.4417836,0
3212,3212,dALbHphdPBn_GlyF,6,Circle,-5.8,736914.0,736.3948334,0
3213,3213,dAmeLBn_GlydPBn_GlyF,6,Circle,-5.57,736914.0,736.3948334,0
3214,3214,dABn_GlybHphdPmeLF,6,Circle,-5.63,750941.0,750.4104834,0
3215,3215,dABn_GlyBn_GlydPBn_GlyF,6,Circle,-6.17,756904.0,756.3635333,1
3216,3216,meAdLdLPdLF,6,Circle,-5.29,668.88,668.4261335,0
3217,3217,meAdLdLPLF,6,Circle,-5.8,668.88,668.4261335,0
3218,3218,meAdLLPdLF,6,Circle,-10.0,668.88,668.4261335,1
3219,3219,meALdLPdLF,6,Circle,-5.61,668.88,668.4261335,0
3220,3220,meALLPdLF,6,Circle,-6.33,668.88,668.4261335,1
3221,3221,meAdLLPLF,6,Circle,-6.05,668.88,668.4261335,1
3222,3222,meALdLPLF,6,Circle,-5.42,668.88,668.4261335,0
3223,3223,meAMe_dLdLPdLF,6,Circle,-5.08,682907.0,682.4417836,0
3224,3224,meAdLdLPMe_dLF,6,Circle,-5.19,682907.0,682.4417836,0
3225,3225,meAdLMe_dLPdLF,6,Circle,-4.68,682907.0,682.4417836,0
3226,3226,meAdLdLPmeLF,6,Circle,-5.73,682907.0,682.4417836,0
3227,3227,meAMe_dLdLPLF,6,Circle,-6.01,682907.0,682.4417836,1
3228,3228,meAdLmeLPdLF,6,Circle,-5.12,682907.0,682.4417836,0
3229,3229,meALdLPMe_dLF,6,Circle,-5.07,682907.0,682.4417836,0
3230,3230,meAdLLPMe_dLF,6,Circle,-5.13,682907.0,682.4417836,0
3231,3231,meAdLMe_dLPLF,6,Circle,-4.9,682907.0,682.4417836,0
3232,3232,meALMe_dLPdLF,6,Circle,-4.83,682907.0,682.4417836,0
3233,3233,meAmeLdLPdLF,6,Circle,-4.88,682907.0,682.4417836,0
3234,3234,meALmeLPdLF,6,Circle,-6.0,682907.0,682.4417836,0
3235,3235,meAdLmeLPLF,6,Circle,-5.78,682907.0,682.4417836,0
3236,3236,meAmeLLPdLF,6,Circle,-5.73,682907.0,682.4417836,0
3237,3237,meAMe_dLLPLF,6,Circle,-5.76,682907.0,682.4417836,0
3238,3238,meAdLLPmeLF,6,Circle,-5.09,682907.0,682.4417836,0
3239,3239,meALdLPmeLF,6,Circle,-5.0,682907.0,682.4417836,0
3240,3240,meALLPMe_dLF,6,Circle,-5.11,682907.0,682.4417836,0
3241,3241,meALMe_dLPLF,6,Circle,-4.94,682907.0,682.4417836,0
3242,3242,meALLPmeLF,6,Circle,-5.86,682907.0,682.4417836,0
3243,3243,meAmeLLPLF,6,Circle,-5.97,682907.0,682.4417836,0
3244,3244,meAMe_dLdLPMe_dLF,6,Circle,-4.79,696934.0,696.4574336,0
3245,3245,meAdLMe_dLPMe_dLF,6,Circle,-4.86,696934.0,696.4574336,0
3246,3246,meAMe_dLMe_dLPdLF,6,Circle,-4.85,696934.0,696.4574336,0
3247,3247,meAMe_dLmeLPdLF,6,Circle,-6.07,696934.0,696.4574336,1
3248,3248,meAMe_dLdLPmeLF,6,Circle,-4.74,696934.0,696.4574336,0
3249,3249,meAmeLdLPMe_dLF,6,Circle,-4.72,696934.0,696.4574336,0
3250,3250,meAMe_dLMe_dLPLF,6,Circle,-4.62,696934.0,696.4574336,0
3251,3251,meAdLmeLPMe_dLF,6,Circle,-4.98,696934.0,696.4574336,0
3252,3252,meAdLMe_dLPmeLF,6,Circle,-4.0,696934.0,696.4574336,0
3253,3253,meAMe_dLLPMe_dLF,6,Circle,-4.0,696934.0,696.4574336,0
3254,3254,meALMe_dLPMe_dLF,6,Circle,-4.0,696934.0,696.4574336,0
3255,3255,meABn_GlydLPdLF,6,Circle,-5.0,702897.0,702.4104834,0
3256,3256,meAdLdLPBn_GlyF,6,Circle,-5.11,702897.0,702.4104834,0
3257,3257,meAmeLmeLPdLF,6,Circle,-5.08,696934.0,696.4574336,0
3258,3258,meAdLmeLPmeLF,6,Circle,-4.5,696934.0,696.4574336,0
3259,3259,meAMe_dLLPmeLF,6,Circle,-4.0,696934.0,696.4574336,0
3260,3260,meALMe_dLPmeLF,6,Circle,-4.67,696934.0,696.4574336,0
3261,3261,meAmeLdLPmeLF,6,Circle,-4.69,696934.0,696.4574336,0
3262,3262,meAdLBn_GlyPLF,6,Circle,-5.44,702897.0,702.4104834,0
3263,3263,meALBn_GlyPdLF,6,Circle,-5.83,702897.0,702.4104834,0
3264,3264,meALdLPBn_GlyF,6,Circle,-5.73,702897.0,702.4104834,0
3265,3265,meAdLLPBn_GlyF,6,Circle,-5.35,702897.0,702.4104834,0
3266,3266,meAmeLLPmeLF,6,Circle,-4.0,696934.0,696.4574336,0
3267,3267,meALLPBn_GlyF,6,Circle,-10.0,702897.0,702.4104834,1
3268,3268,meABn_GlyLPLF,6,Circle,-5.88,702897.0,702.4104834,0
3269,3269,meALBn_GlyPLF,6,Circle,-5.36,702897.0,702.4104834,0
3270,3270,meAMe_dLMe_dLPMe_dLF,6,Circle,-4.0,710961.0,710.4730837,0
3271,3271,meAMe_dLMe_dLPmeLF,6,Circle,-4.4,710961.0,710.4730837,0
3272,3272,meAMe_dLmeLPMe_dLF,6,Circle,-4.0,710961.0,710.4730837,0
3273,3273,meAmeLMe_dLPMe_dLF,6,Circle,-4.0,710961.0,710.4730837,0
3274,3274,meAMe_dLBn_GlyPdLF,6,Circle,-5.84,716924.0,716.4261335,0
3275,3275,meAMe_dLdLPBn_GlyF,6,Circle,-5.16,716924.0,716.4261335,0
3276,3276,meAdLBn_GlyPMe_dLF,6,Circle,-5.17,716924.0,716.4261335,0
3277,3277,meAmeLmeLPMe_dLF,6,Circle,-4.84,710961.0,710.4730837,0
3278,3278,meAMe_dLmeLPmeLF,6,Circle,-4.0,710961.0,710.4730837,0
3279,3279,meAmeLMe_dLPmeLF,6,Circle,-4.72,710961.0,710.4730837,0
3280,3280,meAdLbHphPLF,6,Circle,-5.8,716924.0,716.4261335,0
3281,3281,meALbHphPdLF,6,Circle,-10.0,716924.0,716.4261335,1
3282,3282,meAMe_dLBn_GlyPLF,6,Circle,-10.0,716924.0,716.4261335,1
3283,3283,meAmeLBn_GlyPdLF,6,Circle,-5.27,716924.0,716.4261335,0
3284,3284,meALMe_dLPBn_GlyF,6,Circle,-4.88,716924.0,716.4261335,0
3285,3285,meAmeLdLPBn_GlyF,6,Circle,-4.9,716924.0,716.4261335,0
3286,3286,meALBn_GlyPMe_dLF,6,Circle,-4.99,716924.0,716.4261335,0
3287,3287,meAMe_dLLPBn_GlyF,6,Circle,-4.94,716924.0,716.4261335,0
3288,3288,meAdLmeLPBn_GlyF,6,Circle,-4.98,716924.0,716.4261335,0
3289,3289,meALbHphPLF,6,Circle,-6.08,716924.0,716.4261335,1
3290,3290,meALBn_GlyPmeLF,6,Circle,-5.15,716924.0,716.4261335,0
3291,3291,meAmeLLPBn_GlyF,6,Circle,-4.77,716924.0,716.4261335,0
3292,3292,meAMe_dLbHphPdLF,6,Circle,-5.93,730951.0,730.4417836,0
3293,3293,meAdLbHphPMe_dLF,6,Circle,-5.86,730951.0,730.4417836,0
3294,3294,meAMe_dLMe_dLPBn_GlyF,6,Circle,-4.67,730951.0,730.4417836,0
3295,3295,meAMe_dLBn_GlyPMe_dLF,6,Circle,-4.67,730951.0,730.4417836,0
3296,3296,meAMe_dLbHphPLF,6,Circle,-6.18,730951.0,730.4417836,1
3297,3297,meAmeLbHphPdLF,6,Circle,-5.69,730951.0,730.4417836,0
3298,3298,meAdLbHphPmeLF,6,Circle,-5.56,730951.0,730.4417836,0
3299,3299,meAMe_dLBn_GlyPmeLF,6,Circle,-4.0,730951.0,730.4417836,0
3300,3300,meAmeLMe_dLPBn_GlyF,6,Circle,-4.82,730951.0,730.4417836,0
3301,3301,meAMe_dLmeLPBn_GlyF,6,Circle,-4.76,730951.0,730.4417836,0
3302,3302,meAdLBn_GlyPBn_GlyF,6,Circle,-5.48,736914.0,736.3948334,0
3303,3303,meAmeLmeLPBn_GlyF,6,Circle,-5.75,730951.0,730.4417836,0
3304,3304,meAmeLBn_GlyPmeLF,6,Circle,-4.81,730951.0,730.4417836,0
3305,3305,meALBn_GlyPBn_GlyF,6,Circle,-5.48,736914.0,736.3948334,0
3306,3306,meAMe_dLbHphPMe_dLF,6,Circle,-5.38,744978.0,744.4574336,0
3307,3307,meAmeLbHphPMe_dLF,6,Circle,-4.89,744978.0,744.4574336,0
3308,3308,meAMe_dLbHphPmeLF,6,Circle,-4.75,744978.0,744.4574336,0
3309,3309,meAdLbHphPBn_GlyF,6,Circle,-6.17,750941.0,750.4104834,1
3310,3310,meABn_GlybHphPdLF,6,Circle,-6.07,750941.0,750.4104834,1
3311,3311,meAMe_dLBn_GlyPBn_GlyF,6,Circle,-5.03,750941.0,750.4104834,0
3312,3312,meAmeLbHphPmeLF,6,Circle,-4.54,744978.0,744.4574336,0
